User Id,Age,Gender,State,Average Income
216,44,male,Ciudad de México,"$7,000.00"
217,38,male,Guanajuato,"$50,000.00"
218,28,male,Ciudad de México,"$7,000.00"
219,33,female,Ciudad de México,"$50,000.00"
220,30,male,Veracruz de Ignacio de la Llave,"$20,000.00"
221,35,male,México,"$50,000.00"
222,29,male,Nuevo León,"$100,000.00"
223,38,male,Aguascalientes,"$50,000.00"
224,41,male,Jalisco,"$20,000.00"
225,33,male,Hidalgo,"$20,000.00"
226,51,male,Nuevo León,"$100,000.00"
227,46,male,Ciudad de México,"$20,000.00"
228,50,male,Puebla,"$7,000.00"
229,33,male,México,"$20,000.00"
230,47,male,Nuevo León,"$7,000.00"
231,63,male,México,"$20,000.00"
232,28,male,Querétaro,"$20,000.00"
233,35,male,México,"$7,000.00"
234,41,female,Ciudad de México,"$100,000.00"
235,52,male,Coahuila de Zaragoza,"$100,000.00"
236,34,female,Hidalgo,"$20,000.00"
237,37,male,Chihuahua,"$20,000.00"
238,48,male,México,"$100,000.00"
239,32,male,Michoacán de Ocampo,"$20,000.00"
240,23,male,Michoacán de Ocampo,"$100,000.00"
241,26,female,Ciudad de México,"$50,000.00"
242,29,male,Jalisco,"$20,000.00"
243,36,female,Ciudad de México,"$50,000.00"
244,44,male,Ciudad de México,"$120,000.00"
245,41,male,Veracruz de Ignacio de la Llave,"$100,000.00"
246,34,male,Chihuahua,"$20,000.00"
247,53,male,México,"$300,001.00"
248,32,male,Ciudad de México,"$20,000.00"
249,55,male,Aguascalientes,"$50,000.00"
250,35,male,Baja California,"$20,000.00"
251,49,male,Puebla,"$20,000.00"
252,30,male,Ciudad de México,"$100,000.00"
253,34,male,Baja California,"$50,000.00"
254,31,male,Ciudad de México,"$50,000.00"
255,42,male,Chihuahua,"$100,000.00"
256,41,male,Coahuila de Zaragoza,"$20,000.00"
257,29,male,San Luis Potosí,"$20,000.00"
258,29,male,Hidalgo,"$7,000.00"
259,25,male,Querétaro,"$20,000.00"
260,30,male,Nuevo León,"$50,000.00"
261,28,male,Puebla,"$50,000.00"
262,36,female,México,"$7,000.00"
263,36,male,Ciudad de México,"$300,000.00"
264,30,female,Aguascalientes,"$20,000.00"
265,30,male,Ciudad de México,"$100,000.00"
266,33,male,Chiapas,"$40,000.00"
267,31,male,México,"$7,000.00"
268,28,male,Ciudad de México,"$7,000.00"
269,34,male,Baja California,"$100,000.00"
270,30,male,Querétaro,"$20,000.00"
271,27,male,Guerrero,"$20,000.00"
272,27,male,Puebla,"$50,000.00"
273,31,male,Puebla,"$100,000.00"
274,37,male,Hidalgo,"$300,000.00"
275,35,female,Michoacán de Ocampo,"$20,000.00"
276,44,male,Campeche,"$50,000.00"
277,41,male,Sinaloa,"$20,000.00"
278,42,male,Ciudad de México,"$100,000.00"
279,27,male,Michoacán de Ocampo,"$50,000.00"
280,33,male,Veracruz de Ignacio de la Llave,"$50,000.00"
281,39,male,Oaxaca,"$50,000.00"
282,29,male,Jalisco,"$20,000.00"
283,56,male,Morelos,"$100,000.00"
284,27,male,Nuevo León,"$20,000.00"
285,37,male,Yucatán,"$20,000.00"
286,33,female,Tlaxcala,"$7,000.00"
287,40,male,Ciudad de México,"$20,000.00"
288,38,male,Puebla,"$50,000.00"
289,23,male,México,"$7,000.00"
290,41,male,Querétaro,"$27,000.00"
291,38,male,Sonora,"$100,000.00"
292,35,female,Ciudad de México,"$20,000.00"
293,29,male,México,"$7,000.00"
294,27,female,Jalisco,"$20,000.00"
295,29,female,México,"$20,000.00"
296,32,male,Baja California,"$20,000.00"
297,27,male,CDMX,"$50,000.00"
298,42,male,Nuevo León,"$100,000.00"
299,50,male,Ciudad de México,"$100,000.00"
300,29,male,Ciudad de México,"$20,000.00"
301,49,male,Nuevo León,"$300,001.00"
302,41,male,México,"$7,000.00"
303,31,male,Guanajuato,"$20,000.00"
304,34,male,Puebla,"$50,000.00"
305,32,male,Querétaro,"$50,000.00"
306,55,male,Oaxaca,"$20,000.00"
307,42,female,Querétaro,"$20,000.00"
308,28,male,Puebla,"$20,000.00"
309,30,male,Querétaro,"$7,000.00"
310,23,male,México,"$7,000.00"
311,37,female,México,"$7,000.00"
312,41,female,Ciudad de México,"$7,000.00"
313,46,male,Colima,"$7,000.00"
314,47,female,México,"$7,000.00"
315,41,male,Querétaro,"$50,000.00"
316,26,female,Nuevo León,"$20,000.00"
317,35,male,Guanajuato,"$100,000.00"
318,31,female,Ciudad de México,"$50,000.00"
319,44,male,Michoacán de Ocampo,"$100,000.00"
320,37,female,Hidalgo,"$50,000.00"
321,41,male,Ciudad de México,"$50,000.00"
322,48,male,México,"$20,000.00"
323,54,male,Ciudad de México,"$50,000.00"
324,43,male,Nayarit,"$100,000.00"
325,43,male,México,"$50,000.00"
326,31,male,Ciudad de México,"$50,000.00"
327,39,male,Puebla,"$50,000.00"
328,37,male,Puebla,"$50,000.00"
329,38,male,Ciudad de México,"$7,000.00"
330,40,male,Ciudad de México,"$100,000.00"
331,35,male,Quintana Roo,"$20,000.00"
332,43,male,Ciudad de México,"$7,000.00"
333,32,male,Puebla,"$100,000.00"
334,36,female,México,"$50,000.00"
335,52,male,Ciudad de México,"$100,000.00"
336,32,male,Querétaro,"$300,000.00"
337,30,male,México,"$20,000.00"
338,31,male,Ciudad de México,"$20,000.00"
339,33,male,Baja California,"$20,000.00"
340,38,male,Quintana Roo,"$50,000.00"
341,43,female,Ciudad de México,"$50,000.00"
342,39,male,México,"$100,000.00"
343,34,male,Guanajuato,"$20,000.00"
344,28,male,Campeche,"$20,000.00"
345,41,male,Ciudad de México,"$100,000.00"
346,49,male,Coyoacan,"$50,000.00"
347,52,male,Ciudad de México,"$100,000.00"
348,35,male,Ciudad de México,"$20,000.00"
349,38,male,México,"$20,000.00"
350,42,male,Ciudad de México,"$20,000.00"
351,31,male,Guanajuato,"$7,000.00"
352,44,male,Nuevo León,"$50,000.00"
353,35,male,México,"$50,000.00"
354,59,male,México,"$20,000.00"
355,36,female,México,"$50,000.00"
356,28,male,Puebla,"$7,000.00"
357,29,male,Ciudad de México,"$50,000.00"
358,36,male,Ciudad de México,"$50,000.00"
359,28,male,Hidalgo,"$14,000.00"
360,47,male,Ciudad de México,"$20,000.00"
361,41,male,México,"$20,000.00"
362,25,male,San Luis Potosí,"$7,000.00"
363,30,female,Ciudad de México,"$7,000.00"
364,32,male,Ciudad de México,"$20,000.00"
365,31,male,Ciudad de México,"$20,000.00"
366,30,female,Quintana Roo,"$20,000.00"
367,38,male,Ciudad de México,"$100,000.00"
368,31,male,Ciudad de México,"$50,000.00"
369,36,male,México,"$7,000.00"
370,43,female,Ciudad de México,"$7,000.00"
371,53,male,Ciudad de México,"$100,000.00"
372,32,male,Puebla,"$50,000.00"
373,47,male,Jalisco,"$20,000.00"
374,33,female,Ciudad de México,"$20,000.00"
375,36,male,Puebla,"$27,000.00"
376,39,male,Nuevo León,"$20,000.00"
377,37,male,Ciudad de México,"$7,000.00"
378,50,male,México,"$20,000.00"
379,31,male,Ciudad de México,"$300,000.00"
380,33,male,Ciudad de México,"$20,000.00"
381,39,male,Ciudad de México,"$50,000.00"
382,39,male,Michoacán de Ocampo,"$50,000.00"
383,44,male,México,"$20,000.00"
384,30,male,México,"$100,000.00"
385,36,male,Ciudad de México,"$100,000.00"
386,52,male,Ciudad de México,"$100,000.00"
387,33,male,Ciudad de México,"$20,000.00"
388,32,male,Jalisco,"$300,000.00"
389,51,male,Yucatán,"$100,000.00"
390,36,male,Nuevo León,"$7,000.00"
391,48,male,México,"$20,000.00"
392,39,male,Querétaro,"$50,000.00"
393,57,male,México,"$50,000.00"
394,38,male,Ciudad de México,"$50,000.00"
395,43,male,Guanajuato,"$20,000.00"
396,35,male,Ciudad de México,"$50,000.00"
397,46,male,Puebla,"$100,000.00"
398,43,male,Ciudad de México,"$20,000.00"
399,38,male,Ciudad de México,"$20,000.00"
400,36,male,México,"$50,000.00"
401,36,male,Ciudad de México,"$7,000.00"
402,29,male,Ciudad de México,"$7,000.00"
403,48,male,San Luis Potosí,"$50,000.00"
404,42,male,México,"$20,000.00"
405,55,male,Ciudad de México,"$50,000.00"
406,30,male,México,"$100,000.00"
407,30,male,Ciudad de México,"$20,000.00"
408,43,male,Baja California,"$20,000.00"
409,29,male,México,"$7,000.00"
410,49,male,Ciudad de México,"$100,000.00"
411,42,male,Tamaulipas,"$50,000.00"
412,27,female,Querétaro,"$20,000.00"
413,38,male,Sinaloa,"$50,000.00"
414,36,male,Ciudad de México,"$100,000.00"
415,40,male,Colima,"$50,000.00"
416,46,female,Ciudad de México,"$120,000.00"
417,41,male,Jalisco,"$300,000.00"
418,32,male,Quintana Roo,"$50,000.00"
419,54,male,Jalisco,"$100,000.00"
420,45,male,Sinaloa,"$20,000.00"
421,48,male,Ciudad de México,"$7,000.00"
422,33,male,Querétaro,"$100,000.00"
423,28,male,México,"$50,000.00"
424,39,male,Jalisco,"$7,000.00"
425,32,male,Michoacán de Ocampo,"$100,000.00"
426,30,male,Ciudad de México,"$50,000.00"
427,32,male,Nuevo León,"$50,000.00"
428,30,male,México,"$20,000.00"
429,39,male,Puebla,"$50,000.00"
430,48,male,México,"$20,000.00"
431,33,male,Puebla,"$20,000.00"
432,44,male,México,"$7,000.00"
433,51,male,Nuevo León,"$7,000.00"
434,44,male,México,"$100,000.00"
435,46,male,Morelos,"$50,000.00"
436,42,male,Baja California,"$100,000.00"
437,52,male,Querétaro,"$50,000.00"
438,33,male,Yucatán,"$100,000.00"
439,40,male,México,"$20,000.00"
440,37,male,Ciudad de México,"$50,000.00"
441,41,male,Quintana Roo,"$100,000.00"
442,41,female,Quintana Roo,"$50,000.00"
443,55,female,Michoacán de Ocampo,"$20,000.00"
444,40,male,México,"$40,000.00"
445,35,male,México,"$70,000.00"
446,34,male,Quintana Roo,"$300,001.00"
447,43,male,México,"$50,000.00"
448,66,male,México,"$50,000.00"
449,42,male,Quintana Roo,"$100,000.00"
450,42,male,México,"$20,000.00"
451,32,male,Ciudad de México,"$20,000.00"
452,61,male,Tamaulipas,"$50,000.00"
453,32,male,Nuevo León,"$50,000.00"
454,38,male,México,"$100,000.00"
455,42,male,Querétaro,"$20,000.00"
456,40,male,México,"$7,000.00"
457,39,male,Veracruz de Ignacio de la Llave,"$100,000.00"
458,35,male,San Luis Potosí,"$50,000.00"
459,36,male,Ciudad de México,"$20,000.00"
460,30,female,Chihuahua,"$20,000.00"
461,48,male,México,"$100,000.00"
462,61,female,Veracruz de Ignacio de la Llave,"$20,000.00"
463,38,male,México,"$20,000.00"
464,28,male,Ciudad de México,"$20,000.00"
465,52,male,Querétaro,"$20,000.00"
466,29,male,Coahuila de Zaragoza,"$20,000.00"
467,38,male,Nuevo León,"$50,000.00"
468,30,male,México,"$20,000.00"
469,37,male,Jalisco,"$100,000.00"
470,45,male,Chihuahua,"$300,000.00"
471,61,male,Querétaro,"$20,000.00"
472,35,male,Ciudad de México,"$50,000.00"
473,27,male,Querétaro,"$20,000.00"
474,45,female,Ciudad de México,"$50,000.00"
475,34,female,Ciudad de México,"$20,000.00"
476,28,male,Ciudad de México,"$7,000.00"
477,49,male,Chihuahua,"$20,000.00"
478,37,male,Oaxaca,"$20,000.00"
479,40,male,México,"$100,000.00"
480,39,male,Ciudad de México,"$50,000.00"
481,49,female,Ciudad de México,"$50,000.00"
482,29,male,Chihuahua,"$20,000.00"
483,38,male,Ciudad de México,"$50,000.00"
484,42,female,México,"$7,000.00"
485,37,male,Querétaro,"$50,000.00"
486,29,male,Ciudad de México,"$7,000.00"
487,62,female,Ciudad de México,"$7,000.00"
488,60,male,Ciudad de México,"$100,000.00"
489,49,female,Ciudad de México,"$7,000.00"
490,44,male,Ciudad de México,"$20,000.00"
491,49,male,Ciudad de México,"$100,000.00"
492,43,female,Ciudad de México,"$20,000.00"
493,55,male,Ciudad de México,"$100,000.00"
494,40,female,Nuevo León,"$20,000.00"
495,51,female,Tlaxcala,"$7,000.00"
496,39,male,Veracruz de Ignacio de la Llave,"$20,000.00"
497,40,male,Ciudad de México,"$20,000.00"
498,53,male,Hidalgo,"$50,000.00"
499,31,male,Ciudad de México,"$7,000.00"
500,26,female,Ciudad de México,"$20,000.00"
501,53,male,Ciudad de México,"$20,000.00"
502,60,female,Querétaro,"$20,000.00"
503,29,male,Jalisco,"$7,000.00"
504,26,male,Veracruz de Ignacio de la Llave,"$50,000.00"
505,33,male,Quintana Roo,"$100,000.00"
506,34,female,Ciudad de México,"$7,000.00"
507,36,male,México,"$20,000.00"
508,36,female,Ciudad de México,"$20,000.00"
509,44,male,Ciudad de México,"$20,000.00"
510,35,male,Guanajuato,"$7,000.00"
511,25,male,México,"$50,000.00"
512,48,male,Morelos,"$50,000.00"
513,45,male,Ciudad de México,"$100,000.00"
514,35,male,México,"$50,000.00"
515,44,male,Ciudad de México,"$50,000.00"
516,43,male,Aguascalientes,"$20,000.00"
517,31,male,Ciudad de México,"$50,000.00"
518,59,male,Chihuahua,"$7,000.00"
519,33,male,Nuevo León,"$7,000.00"
520,31,male,Ciudad de México,"$7,000.00"
521,37,male,México,"$50,000.00"
522,49,male,Ciudad de México,"$50,000.00"
523,56,male,Ciudad de México,"$7,000.00"
524,33,male,Nuevo León,"$20,000.00"
525,39,female,Ciudad de México,"$20,000.00"
526,31,male,Sinaloa,"$20,000.00"
527,49,male,Ciudad de México,"$100,000.00"
528,34,male,México,"$7,000.00"
529,43,male,Jalisco,"$20,000.00"
530,29,male,Ciudad de México,"$20,000.00"
531,43,male,Ciudad de México,"$20,000.00"
532,51,male,Veracruz de Ignacio de la Llave,"$50,000.00"
533,30,male,Ciudad de México,"$50,000.00"
534,32,male,Jalisco,"$50,000.00"
535,31,male,Chihuahua,"$20,000.00"
536,33,female,Ciudad de México,"$20,000.00"
537,33,male,Ciudad de México,"$20,000.00"
538,40,male,México,"$50,000.00"
539,30,male,Jalisco,"$50,000.00"
540,34,male,Ciudad de México,"$50,000.00"
541,43,male,Ciudad de México,"$20,000.00"
542,40,male,Quintana Roo,"$20,000.00"
543,29,male,Ciudad de México,"$50,000.00"
544,39,male,México,"$20,000.00"
545,46,male,Baja California,"$50,000.00"
546,30,male,Ciudad de México,"$20,000.00"
547,44,male,México,"$300,000.00"
548,31,male,México,"$7,000.00"
549,53,male,México,"$50,000.00"
550,44,male,Ciudad de México,"$20,000.00"
551,36,male,Puebla,"$20,000.00"
552,65,male,Veracruz de Ignacio de la Llave,"$7,000.00"
553,38,male,Querétaro,"$50,000.00"
554,32,male,México,"$14,000.00"
555,35,male,México,"$50,000.00"
556,35,female,Ciudad de México,"$100,000.00"
557,35,male,Ciudad de México,"$100,000.00"
558,38,male,San Luis Potosí,"$7,000.00"
559,30,male,México,"$7,000.00"
560,41,male,Guanajuato,"$7,000.00"
561,32,male,México,"$20,000.00"
562,29,male,México,"$50,000.00"
563,30,female,Ciudad de México,"$20,000.00"
564,45,male,Jalisco,"$20,000.00"
565,29,female,México,"$20,000.00"
566,44,male,Ciudad de México,"$100,000.00"
567,32,female,Ciudad de México,"$20,000.00"
568,27,male,México,"$7,000.00"
569,43,male,México,"$50,000.00"
570,67,female,Ciudad de México,"$20,000.00"
571,29,male,México,"$50,000.00"
572,31,male,México,"$7,000.00"
573,31,male,Ciudad de México,"$20,000.00"
574,43,male,Ciudad de México,"$50,000.00"
575,28,male,Yucatán,"$14,000.00"
576,28,male,Ciudad de México,"$20,000.00"
577,46,male,Ciudad de México,"$100,000.00"
578,28,male,Aguascalientes,"$20,000.00"
579,33,male,Nayarit,"$20,000.00"
580,31,male,Tlaxcala,"$7,000.00"
581,43,male,Veracruz de Ignacio de la Llave,"$50,000.00"
582,37,male,México,"$20,000.00"
583,44,male,Puebla,"$50,000.00"
584,37,male,Guerrero,"$7,000.00"
585,28,male,Coahuila de Zaragoza,"$300,000.00"
586,40,female,Puebla,"$20,000.00"
587,48,male,Ciudad de México,"$100,000.00"
588,35,male,Ciudad de México,"$50,000.00"
589,54,male,Veracruz de Ignacio de la Llave,"$7,000.00"
590,28,male,Ciudad de México,"$20,000.00"
591,41,male,Ciudad de México,"$300,000.00"
592,33,male,Ciudad de México,"$20,000.00"
593,42,male,Ciudad de México,"$50,000.00"
594,30,male,Guanajuato,"$7,000.00"
595,38,male,Ciudad de México,"$7,000.00"
596,26,male,Veracruz de Ignacio de la Llave,"$7,000.00"
597,43,male,Ciudad de México,"$50,000.00"
598,31,male,Chiapas,"$300,000.00"
599,28,male,México,"$7,000.00"
600,50,male,Nuevo León,"$100,000.00"
601,31,female,Guerrero,"$20,000.00"
602,33,male,Puebla,"$100,000.00"
603,35,female,Guanajuato,"$50,000.00"
604,39,male,México,"$100,000.00"
605,39,male,Ciudad de México,"$100,000.00"
606,43,male,Jalisco,"$50,000.00"
607,31,male,Jalisco,"$300,000.00"
608,48,male,Ciudad de México,"$100,000.00"
609,42,female,México,"$100,000.00"
610,30,male,Ciudad de México,"$20,000.00"
611,49,female,Ciudad de México,"$20,000.00"
612,42,male,México,"$50,000.00"
613,52,male,Nuevo León,"$20,000.00"
614,60,male,Yucatán,"$7,000.00"
615,32,male,Sonora,"$20,000.00"
616,29,male,Ciudad de México,"$50,000.00"
617,37,male,Nuevo León,"$50,000.00"
618,38,male,Ciudad de México,"$70,000.00"
619,27,male,Michoacán de Ocampo,"$50,000.00"
620,29,male,Ciudad de México,"$20,000.00"
621,45,male,Ciudad de México,"$50,000.00"
622,36,male,Ciudad de México,"$20,000.00"
623,28,male,Tlaxcala,"$20,000.00"
624,44,male,Nuevo León,"$100,000.00"
625,55,male,Nuevo León,"$100,000.00"
626,32,male,Querétaro,"$20,000.00"
627,32,male,México,"$20,000.00"
628,31,male,Guanajuato,"$20,000.00"
629,44,male,Nuevo León,"$100,000.00"
630,64,female,Ciudad de México,"$7,000.00"
631,40,female,Ciudad de México,"$7,000.00"
632,53,male,México,"$300,000.00"
633,56,male,Ciudad de México,"$100,000.00"
634,41,female,Guanajuato,"$7,000.00"
635,31,male,México,"$20,000.00"
636,34,male,Ciudad de México,"$100,000.00"
637,54,male,Ciudad de México,"$20,000.00"
638,30,male,Ciudad de México,"$7,000.00"
639,33,male,Ciudad de México,"$57,000.00"
640,42,male,Ciudad de México,"$50,000.00"
641,45,male,Nayarit,"$20,000.00"
642,34,male,México,"$20,000.00"
643,40,male,Ciudad de México,"$20,000.00"
644,40,male,Querétaro,"$100,000.00"
645,35,male,Sonora,"$20,000.00"
646,30,male,Ciudad de México,"$7,000.00"
647,50,male,Ciudad de México,"$100,000.00"
